,clean_machine,process_number,label,time_frame,filename,vibration_data
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_002,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_002.h5,"[[   -7.    25. -1013.]
 [  -13.    21. -1020.]
 [  -21.    25. -1018.]
 ...
 [  -19.    27. -1011.]
 [  -27.    19.  -999.]
 [  -19.    21. -1020.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_003,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_003.h5,"[[    7.    31. -1034.]
 [  -44.    35. -1044.]
 [  -48.    11. -1013.]
 ...
 [  -11.    25. -1015.]
 [  -13.    31. -1024.]
 [  -17.    17. -1015.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_004,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_004.h5,"[[  -21.    25. -1011.]
 [   -5.    21. -1007.]
 [  -17.    21. -1011.]
 ...
 [  -15.    29. -1015.]
 [  -11.    37. -1018.]
 [  -19.    23. -1016.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_005,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_005.h5,"[[-1.000e+00  2.300e+01 -1.009e+03]
 [-1.100e+01  2.700e+01 -1.018e+03]
 [-1.100e+01  1.900e+01 -1.024e+03]
 ...
 [-5.000e+00  1.700e+01 -1.009e+03]
 [-2.700e+01  5.600e+01 -1.007e+03]
 [-1.100e+01  2.900e+01 -1.015e+03]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_006,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_006.h5,"[[   -9.    29. -1028.]
 [  -21.    29. -1018.]
 [  -27.    13. -1020.]
 ...
 [    0.    13. -1003.]
 [  -23.    15. -1020.]
 [  -13.    33. -1005.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_007,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_007.h5,"[[   -5.    19. -1003.]
 [  -11.    17. -1015.]
 [  -11.    19.  -999.]
 ...
 [   -3.    21. -1016.]
 [  -11.    33. -1028.]
 [   -7.    25. -1020.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_008,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_008.h5,"[[-1.700e+01  1.500e+01 -1.022e+03]
 [-1.900e+01  2.900e+01 -1.024e+03]
 [-1.100e+01  3.300e+01 -1.016e+03]
 ...
 [-2.300e+01  1.900e+01 -1.032e+03]
 [-1.900e+01  2.100e+01 -1.007e+03]
 [-1.000e+00  2.100e+01 -1.013e+03]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_009,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_009.h5,"[[-1.100e+01  2.700e+01 -1.022e+03]
 [-9.000e+00  1.900e+01 -1.020e+03]
 [-1.000e+00  2.700e+01 -1.022e+03]
 ...
 [-1.300e+01  9.000e+00 -1.020e+03]
 [ 5.000e+00  1.500e+01 -1.020e+03]
 [-1.000e+00  1.500e+01 -1.020e+03]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_010,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_010.h5,"[[  -15.     5. -1028.]
 [  -21.     3. -1028.]
 [    0.    15. -1028.]
 ...
 [  -17.    15. -1020.]
 [  -23.    31. -1026.]
 [   -7.    31. -1013.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_011,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_011.h5,"[[  -11.    25. -1015.]
 [   -3.    25. -1024.]
 [  -19.    21. -1016.]
 ...
 [  -21.    11. -1022.]
 [    5.    25. -1013.]
 [  -11.    15. -1024.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_012,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_012.h5,"[[  -21.    25. -1022.]
 [  -11.    21. -1018.]
 [  -13.    21. -1026.]
 ...
 [  -15.    17. -1022.]
 [    0.    23. -1026.]
 [  -11.    23. -1022.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_013,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_013.h5,"[[   -5.    17. -1016.]
 [  -19.    29. -1016.]
 [   -5.    29. -1024.]
 ...
 [  -11.    19. -1020.]
 [   -9.    21. -1026.]
 [  -11.    17. -1018.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_014,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_014.h5,"[[  -11.    35. -1011.]
 [   -7.    40. -1007.]
 [   -7.    42. -1013.]
 ...
 [  -15.    29. -1016.]
 [   -7.    29. -1015.]
 [  -17.    21. -1016.]]"
M01_OP13_good_Aug_2019_M01_Aug_2019_OP13_015,M01,OP13,good,Aug_2019,M01_Aug_2019_OP13_015.h5,"[[    7.     9. -1005.]
 [    0.    15. -1015.]
 [  -17.    40. -1009.]
 ...
 [  -13.    25. -1016.]
 [   -9.    19. -1020.]
 [  -17.    21. -1022.]]"
M01_OP13_good_Aug_2021_M01_Aug_2021_OP13_000,M01,OP13,good,Aug_2021,M01_Aug_2021_OP13_000.h5,"[[  -15    29 -1015]
 [   -1    11 -1009]
 [  -17    39 -1016]
 ...
 [  -25    29 -1030]
 [  -21    23 -1003]
 [    9    25 -1016]]"
M01_OP13_good_Aug_2021_M01_Aug_2021_OP13_001,M01,OP13,good,Aug_2021,M01_Aug_2021_OP13_001.h5,"[[  -37    13 -1030]
 [   23    33  -993]
 [  -52     5 -1030]
 ...
 [  -17    11 -1022]
 [    0     7 -1011]
 [  -25    33 -1013]]"
M01_OP13_good_Aug_2021_M01_Aug_2021_OP13_002,M01,OP13,good,Aug_2021,M01_Aug_2021_OP13_002.h5,"[[  -19     3 -1016]
 [  -27    46 -1015]
 [  -13   -11 -1020]
 ...
 [  -29    29 -1018]
 [   -1    17 -1009]
 [  -23    11 -1018]]"
M01_OP13_good_Feb_2019_M01_Feb_2019_OP13_000,M01,OP13,good,Feb_2019,M01_Feb_2019_OP13_000.h5,"[[   25.    39. -1036.]
 [   27.    17. -1034.]
 [   15.    27. -1032.]
 ...
 [   17.    31. -1028.]
 [   13.    31. -1030.]
 [   15.    23. -1040.]]"
M01_OP13_good_Feb_2019_M01_Feb_2019_OP13_001,M01,OP13,good,Feb_2019,M01_Feb_2019_OP13_001.h5,"[[    0.    33. -1028.]
 [    7.    35. -1040.]
 [    3.    31. -1038.]
 ...
 [    9.    17. -1044.]
 [    9.    33. -1038.]
 [   23.    35. -1040.]]"
M01_OP13_good_Feb_2019_M01_Feb_2019_OP13_002,M01,OP13,good,Feb_2019,M01_Feb_2019_OP13_002.h5,"[[   29.    39. -1061.]
 [   35.     9. -1048.]
 [   35.    39. -1024.]
 ...
 [   13.    39. -1034.]
 [    3.    37. -1034.]
 [    5.    39. -1040.]]"
M01_OP13_good_Feb_2019_M01_Feb_2019_OP13_003,M01,OP13,good,Feb_2019,M01_Feb_2019_OP13_003.h5,"[[   15.    25. -1036.]
 [   19.    31. -1036.]
 [    9.    27. -1034.]
 ...
 [   17.    39. -1036.]
 [   11.    15. -1040.]
 [    7.    31. -1038.]]"
M01_OP13_good_Feb_2019_M01_Feb_2019_OP13_004,M01,OP13,good,Feb_2019,M01_Feb_2019_OP13_004.h5,"[[   27.    39. -1024.]
 [   21.    35. -1044.]
 [    0.    46. -1050.]
 ...
 [   21.    33. -1048.]
 [   21.    29. -1036.]
 [    3.    25. -1040.]]"
M01_OP13_good_Feb_2020_M01_Feb_2020_OP13_000,M01,OP13,good,Feb_2020,M01_Feb_2020_OP13_000.h5,"[[  -23    40 -1026]
 [  -25    44 -1022]
 [  -15    17 -1011]
 ...
 [   -7    25 -1018]
 [    3    37 -1005]
 [   -7     9 -1007]]"
M01_OP13_good_Feb_2020_M01_Feb_2020_OP13_001,M01,OP13,good,Feb_2020,M01_Feb_2020_OP13_001.h5,"[[  -27    35 -1005]
 [  -17    11 -1003]
 [   -3    25 -1016]
 ...
 [  -15    21 -1016]
 [    5    31 -1005]
 [   -5    33 -1003]]"
M01_OP13_good_Feb_2020_M01_Feb_2020_OP13_002,M01,OP13,good,Feb_2020,M01_Feb_2020_OP13_002.h5,"[[   -9    27 -1018]
 [   -5    31 -1011]
 [   -3    17 -1016]
 ...
 [  -31    23 -1007]
 [  -17    21 -1009]
 [  -15    31 -1003]]"
M01_OP13_good_Feb_2020_M01_Feb_2020_OP13_003,M01,OP13,good,Feb_2020,M01_Feb_2020_OP13_003.h5,"[[    0     3 -1028]
 [   -5    31 -1011]
 [    3     7 -1022]
 ...
 [  -19    39 -1011]
 [  -11    23 -1015]
 [   -5    21 -1015]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_000,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_000.h5,"[[  -23    17 -1007]
 [  -25    33 -1024]
 [  -17    27 -1015]
 ...
 [  -25     7 -1011]
 [  -29    17 -1016]
 [  -19    23 -1015]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_001,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_001.h5,"[[   -3     9 -1016]
 [  -27    17 -1016]
 [  -21    15 -1016]
 ...
 [  -15    39 -1018]
 [  -21    23 -1009]
 [  -17    31 -1001]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_002,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_002.h5,"[[    0     5 -1001]
 [   -1     9 -1007]
 [   23    64 -1009]
 ...
 [  -13    15 -1013]
 [  -13    19 -1016]
 [    1    29 -1005]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_003,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_003.h5,"[[   -5    13 -1022]
 [  -15    15 -1020]
 [   -7     5 -1013]
 ...
 [   -9     9 -1005]
 [  -13    21 -1013]
 [  -17    31 -1015]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_004,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_004.h5,"[[  -44   316 -1016]
 [  -23   261 -1018]
 [  -33   265 -1011]
 ...
 [   13    19 -1007]
 [  -13    33 -1028]
 [  -33    13 -1005]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_005,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_005.h5,"[[  -15    17 -1015]
 [  -13    23 -1015]
 [  -19    23 -1016]
 ...
 [  -17    15 -1007]
 [  -17    39 -1009]
 [  -25    21 -1009]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_006,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_006.h5,"[[ -199   101 -1028]
 [  165     3  -995]
 [  -54    -7 -1013]
 ...
 [  -27    54 -1001]
 [  -27    31 -1011]
 [  -17    25 -1005]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_007,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_007.h5,"[[   -9     3  -989]
 [  -56    39 -1005]
 [  -21     9 -1011]
 ...
 [  -25    31 -1009]
 [  -21    17 -1016]
 [  -25    27 -1009]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_008,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_008.h5,"[[  -21    19 -1020]
 [  -13    29 -1016]
 [  -11     9 -1018]
 ...
 [  -35    25 -1011]
 [   15    35 -1003]
 [  -13    27 -1015]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_009,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_009.h5,"[[   -7    58 -1005]
 [   -3    42 -1005]
 [   -9     9 -1011]
 ...
 [  -11    29 -1005]
 [   -9    39 -1007]
 [  -17    31 -1013]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_010,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_010.h5,"[[   -9     5 -1020]
 [   -5    39 -1013]
 [   -5    15 -1009]
 ...
 [    5    25  -995]
 [  -27    21 -1030]
 [  -15    27 -1009]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_011,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_011.h5,"[[  -11    19 -1018]
 [  -13    29 -1011]
 [  -13    19 -1005]
 ...
 [  -19    23 -1013]
 [  -15    21 -1018]
 [  -21    19 -1013]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_012,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_012.h5,"[[  -17    29 -1007]
 [   -9    13 -1020]
 [  -21    27 -1009]
 ...
 [  -33    11 -1011]
 [  -17    19 -1020]
 [    9    21 -1011]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_013,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_013.h5,"[[   -3    17 -1011]
 [  -17    15 -1016]
 [   -7    31 -1011]
 ...
 [  -15     3 -1022]
 [    1    13 -1011]
 [  -19    23 -1018]]"
M01_OP13_good_Feb_2021_M01_Feb_2021_OP13_014,M01,OP13,good,Feb_2021,M01_Feb_2021_OP13_014.h5,"[[  -15    23 -1011]
 [  -15    25 -1020]
 [  -11    17 -1016]
 ...
 [  -17     3 -1016]
 [  -37    48 -1007]
 [    0    11 -1015]]"
M01_OP14_bad_Feb_2019_M01_Feb_2019_OP14_000,M01,OP14,bad,Feb_2019,M01_Feb_2019_OP14_000.h5,"[[  -39.    40. -1155.]
 [   27.   132. -1077.]
 [   -5.    -5.  -942.]
 ...
 [   95.   -91. -1065.]
 [   50.  -189. -1011.]
 [  -33.   -95.  -970.]]"
M01_OP14_good_Aug_2021_M01_Aug_2021_OP14_000,M01,OP14,good,Aug_2021,M01_Aug_2021_OP14_000.h5,"[[  -17    46 -1007]
 [  -33    35 -1009]
 [   -3   -11 -1013]
 ...
 [   -9     7 -1013]
 [  -15    39 -1011]
 [  -44    17 -1007]]"
M01_OP14_good_Aug_2021_M01_Aug_2021_OP14_001,M01,OP14,good,Aug_2021,M01_Aug_2021_OP14_001.h5,"[[  -37    54 -1013]
 [    1   -11 -1003]
 [    0    23 -1001]
 ...
 [   -5    37 -1015]
 [  -11     7 -1015]
 [   -1    17 -1018]]"
M01_OP14_good_Aug_2021_M01_Aug_2021_OP14_002,M01,OP14,good,Aug_2021,M01_Aug_2021_OP14_002.h5,"[[  -23    25 -1020]
 [   -5    15 -1003]
 [  -13    13 -1020]
 ...
 [   11    17 -1024]
 [  -13    40 -1005]
 [  -27    15 -1011]]"
M01_OP14_good_Feb_2019_M01_Feb_2019_OP14_000,M01,OP14,good,Feb_2019,M01_Feb_2019_OP14_000.h5,"[[    5.     9. -1044.]
 [    0.    27. -1028.]
 [   31.    15. -1038.]
 ...
 [   64.     7. -1057.]
 [   54.    23. -1057.]
 [   78.    23. -1015.]]"
M01_OP14_good_Feb_2019_M01_Feb_2019_OP14_001,M01,OP14,good,Feb_2019,M01_Feb_2019_OP14_001.h5,"[[    5.    29. -1022.]
 [    0.    31. -1028.]
 [    5.    37. -1030.]
 ...
 [   11.    33. -1040.]
 [    9.    21. -1050.]
 [    5.    23. -1036.]]"
M01_OP14_good_Feb_2019_M01_Feb_2019_OP14_002,M01,OP14,good,Feb_2019,M01_Feb_2019_OP14_002.h5,"[[   19.    33. -1036.]
 [   27.    23. -1032.]
 [   13.    29. -1048.]
 ...
 [    9.    52. -1032.]
 [   23.    21. -1046.]
 [    3.    39. -1034.]]"
M01_OP14_good_Feb_2019_M01_Feb_2019_OP14_003,M01,OP14,good,Feb_2019,M01_Feb_2019_OP14_003.h5,"[[   13.    31. -1030.]
 [   11.    19. -1042.]
 [    0.    31. -1036.]
 ...
 [   13.    27. -1040.]
 [   17.    27. -1042.]
 [   25.    33. -1042.]]"
M01_OP14_good_Feb_2019_M01_Feb_2019_OP14_004,M01,OP14,good,Feb_2019,M01_Feb_2019_OP14_004.h5,"[[   19.    46. -1034.]
 [    9.    39. -1042.]
 [    5.    25. -1034.]
 ...
 [    9.    27. -1042.]
 [  -15.    29. -1046.]
 [   11.    15. -1030.]]"
M01_OP14_good_Feb_2020_M01_Feb_2020_OP14_000,M01,OP14,good,Feb_2020,M01_Feb_2020_OP14_000.h5,"[[  -11    23 -1018]
 [  -11    40 -1018]
 [  -11    21 -1009]
 ...
 [   -1    19 -1028]
 [   -9    27 -1018]
 [   -1     7 -1022]]"
M01_OP14_good_Feb_2020_M01_Feb_2020_OP14_001,M01,OP14,good,Feb_2020,M01_Feb_2020_OP14_001.h5,"[[  -13    39  -997]
 [  -13    21 -1007]
 [  -23    46 -1007]
 ...
 [   -7    19 -1013]
 [  -21    39 -1020]
 [   -9    35 -1011]]"
M01_OP14_good_Feb_2020_M01_Feb_2020_OP14_002,M01,OP14,good,Feb_2020,M01_Feb_2020_OP14_002.h5,"[[  -19    31 -1007]
 [  -15    23 -1016]
 [  -11    44 -1007]
 ...
 [  -11    29 -1015]
 [  -19    37 -1013]
 [    0     9 -1013]]"
M01_OP14_good_Feb_2020_M01_Feb_2020_OP14_003,M01,OP14,good,Feb_2020,M01_Feb_2020_OP14_003.h5,"[[  -13    31 -1011]
 [  -19    23 -1015]
 [  -23    15 -1015]
 ...
 [   -1    27 -1018]
 [  -13    40 -1005]
 [  -13    11 -1016]]"
M01_OP14_good_Feb_2020_M01_Feb_2020_OP14_004,M01,OP14,good,Feb_2020,M01_Feb_2020_OP14_004.h5,"[[  -21    23 -1024]
 [  -29    40 -1020]
 [  -15    19 -1018]
 ...
 [  -21    23 -1016]
 [  -15    23 -1018]
 [  -29    39 -1009]]"
M01_OP14_good_Feb_2020_M01_Feb_2020_OP14_005,M01,OP14,good,Feb_2020,M01_Feb_2020_OP14_005.h5,"[[  -17    33 -1005]
 [   -5    13 -1005]
 [  -25    29 -1024]
 ...
 [  -17    27 -1018]
 [  -11    27 -1020]
 [   -7    33 -1015]]"
M01_OP14_good_Feb_2020_M01_Feb_2020_OP14_006,M01,OP14,good,Feb_2020,M01_Feb_2020_OP14_006.h5,"[[  -17    29 -1015]
 [  -21    46 -1009]
 [  -13    21 -1016]
 ...
 [  -19    25 -1013]
 [  -11    31 -1003]
 [  -13     9 -1011]]"
M01_OP14_good_Feb_2020_M01_Feb_2020_OP14_007,M01,OP14,good,Feb_2020,M01_Feb_2020_OP14_007.h5,"[[  -17    37 -1016]
 [  -13    31 -1015]
 [  -13    15 -1015]
 ...
 [  -11     9 -1022]
 [   -5    25 -1020]
 [  -17    35 -1011]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_000,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_000.h5,"[[  -11    25 -1009]
 [  -13    15 -1013]
 [  -17    33 -1007]
 ...
 [  -15    29 -1016]
 [  -15    15 -1013]
 [  -19    31 -1011]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_001,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_001.h5,"[[  -21    19 -1013]
 [  -13    11 -1015]
 [  -27    37 -1007]
 ...
 [  -13    31 -1011]
 [   -7    21 -1015]
 [   -9    33 -1015]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_002,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_002.h5,"[[  -40    25  -999]
 [  -27    40  -995]
 [  -31    35  -997]
 ...
 [  -11    25 -1005]
 [   -3     9 -1016]
 [  -23    29 -1024]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_003,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_003.h5,"[[  -19    21 -1007]
 [   39   -15 -1009]
 [   -3    13 -1018]
 ...
 [  -21    29 -1015]
 [   -7    23 -1011]
 [  -19     9 -1013]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_004,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_004.h5,"[[  -13    29 -1022]
 [   -7    17 -1018]
 [  -15    15 -1009]
 ...
 [  -17    19 -1022]
 [  -25    44 -1018]
 [  -17    17 -1015]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_005,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_005.h5,"[[  -15    19 -1007]
 [   -9    19 -1016]
 [  -11    15 -1011]
 ...
 [   -9    17 -1011]
 [  -19    23 -1018]
 [   -9    40 -1009]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_006,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_006.h5,"[[   -9    13 -1001]
 [  -15    35 -1011]
 [  -11    13 -1018]
 ...
 [  -23    31 -1022]
 [    0    17 -1013]
 [  -23    29 -1018]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_007,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_007.h5,"[[    3    -3 -1024]
 [    9    25 -1016]
 [    0     0 -1013]
 ...
 [  -21    25 -1022]
 [   -1     9 -1009]
 [  -35    37 -1028]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_008,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_008.h5,"[[  -29    29 -1011]
 [  -31    23 -1013]
 [  -13    21 -1015]
 ...
 [    0     9 -1007]
 [  -25    33 -1015]
 [   -3    27 -1022]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_009,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_009.h5,"[[  -21    13 -1016]
 [  -17    15 -1016]
 [  -11    21 -1015]
 ...
 [  -11    21 -1011]
 [  -13    23 -1013]
 [  -11    19 -1015]]"
M01_OP14_good_Feb_2021_M01_Feb_2021_OP14_010,M01,OP14,good,Feb_2021,M01_Feb_2021_OP14_010.h5,"[[  -31    19 -1022]
 [  -33    15 -1026]
 [  -11     5 -1016]
 ...
 [  -13     9 -1003]
 [    5    31 -1011]
 [  -13    25 -1011]]"
M02_OP00_bad_Feb_2021_M02_Feb_2021_OP00_000,M02,OP00,bad,Feb_2021,M02_Feb_2021_OP00_000.h5,"[[  -99  -493 -1015]
 [  -56    46 -1046]
 [  -56    58  -972]
 ...
 [   11     5 -1034]
 [   15    -3 -1036]
 [    0    21 -1030]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_000,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_000.h5,"[[ 9.000e+00  2.700e+01 -1.030e+03]
 [ 1.100e+01  1.000e+00 -1.034e+03]
 [ 0.000e+00  3.500e+01 -1.032e+03]
 ...
 [-2.100e+01  1.000e+00 -1.038e+03]
 [ 3.000e+00  1.900e+01 -1.024e+03]
 [ 1.100e+01  9.000e+00 -1.048e+03]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_001,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_001.h5,"[[   11.    25. -1032.]
 [    9.    -9. -1018.]
 [   13.    19. -1038.]
 ...
 [   -5.   -11. -1032.]
 [    3.    23. -1034.]
 [   -5.    15. -1032.]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_002,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_002.h5,"[[ 1.500e+01  7.000e+00 -1.036e+03]
 [ 1.000e+00  3.300e+01 -1.024e+03]
 [ 1.500e+01 -5.000e+00 -1.022e+03]
 ...
 [ 1.300e+01  1.000e+00 -1.032e+03]
 [ 5.000e+00  1.900e+01 -1.048e+03]
 [ 7.000e+00  1.500e+01 -1.022e+03]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_003,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_003.h5,"[[    7.    33. -1034.]
 [   19.    -5. -1028.]
 [   11.    35. -1034.]
 ...
 [   62.     5. -1024.]
 [  -54.     3. -1034.]
 [  -23.    21.  -999.]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_004,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_004.h5,"[[   15.    -3. -1030.]
 [    7.    13. -1032.]
 [   15.    17. -1038.]
 ...
 [   15.    -9. -1046.]
 [  -19.   -27. -1048.]
 [    5.   -46. -1026.]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_005,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_005.h5,"[[ 3.000e+00  2.900e+01 -1.038e+03]
 [ 1.700e+01 -1.500e+01 -1.032e+03]
 [ 1.700e+01  2.900e+01 -1.032e+03]
 ...
 [ 2.100e+01  1.500e+01 -1.028e+03]
 [ 3.900e+01 -2.300e+01 -1.030e+03]
 [-1.000e+00  1.300e+01 -1.038e+03]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_006,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_006.h5,"[[    5.     9. -1028.]
 [   17.     7. -1038.]
 [    3.    23. -1028.]
 ...
 [   11.     0. -1038.]
 [  -17.    35. -1028.]
 [   -3.   -11. -1036.]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_007,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_007.h5,"[[ 1.900e+01 -5.000e+00 -1.044e+03]
 [ 7.000e+00  2.900e+01 -1.040e+03]
 [ 1.500e+01 -1.000e+00 -1.026e+03]
 ...
 [ 1.100e+01 -5.000e+00 -1.038e+03]
 [ 0.000e+00  2.900e+01 -1.038e+03]
 [ 1.500e+01  9.000e+00 -1.026e+03]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_008,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_008.h5,"[[   19.     5. -1036.]
 [    9.    21. -1026.]
 [   11.    -9. -1022.]
 ...
 [    9.    31. -1030.]
 [   19.     5. -1026.]
 [   21.     7. -1038.]]"
M02_OP00_good_Aug_2019_M02_Aug_2019_OP00_009,M02,OP00,good,Aug_2019,M02_Aug_2019_OP00_009.h5,"[[    9.    17. -1040.]
 [    7.    19. -1028.]
 [   17.     0. -1034.]
 ...
 [    7.    19. -1028.]
 [   15.    -9. -1032.]
 [   11.    23. -1032.]]"
M02_OP00_good_Aug_2021_M02_Aug_2021_OP00_000,M02,OP00,good,Aug_2021,M02_Aug_2021_OP00_000.h5,"[[   13   -17 -1022]
 [   11     5 -1038]
 [   11    33 -1015]
 ...
 [   11    -7 -1038]
 [    5    23 -1032]
 [    9    13 -1024]]"
M02_OP00_good_Aug_2021_M02_Aug_2021_OP00_001,M02,OP00,good,Aug_2021,M02_Aug_2021_OP00_001.h5,"[[    3    -7 -1056]
 [    3    15 -1030]
 [    9   -35 -1034]
 ...
 [    7   -25 -1046]
 [    0    17 -1046]
 [    9     0 -1024]]"
M02_OP00_good_Aug_2021_M02_Aug_2021_OP00_002,M02,OP00,good,Aug_2021,M02_Aug_2021_OP00_002.h5,"[[   29   -25 -1038]
 [    1    27 -1038]
 [   -5    -3 -1034]
 ...
 [    0    27 -1032]
 [   -3   -13 -1024]
 [   13     1 -1040]]"
M02_OP00_good_Aug_2021_M02_Aug_2021_OP00_003,M02,OP00,good,Aug_2021,M02_Aug_2021_OP00_003.h5,"[[   21   -27 -1036]
 [   -5    50 -1024]
 [   17   -35 -1042]
 ...
 [   -3    31 -1024]
 [   13   -19 -1052]
 [  -17    35 -1030]]"
M02_OP00_good_Feb_2020_M02_Feb_2020_OP00_000,M02,OP00,good,Feb_2020,M02_Feb_2020_OP00_000.h5,"[[   13    21 -1034]
 [   21   -11 -1032]
 [   17    33 -1036]
 ...
 [   15     3 -1040]
 [   19    39 -1038]
 [   11   -11 -1016]]"
M02_OP00_good_Feb_2020_M02_Feb_2020_OP00_001,M02,OP00,good,Feb_2020,M02_Feb_2020_OP00_001.h5,"[[    9    33 -1026]
 [    0   -13 -1020]
 [    1    35 -1044]
 ...
 [   11    23 -1040]
 [    7     0 -1020]
 [    9    11 -1028]]"
